sample_id,sample_location,country_name,country_code,province_name,subdivision_name,subdivision_type,sampling_date,sampling_layer,gps_long,gps_lat,gps_true,altitude,land_use,crop_type,forest_type,savanna_type
yol_s0_msms_50,yol_s0_msms,Democratic Republic of Congo,COD,Tshuapa,Djolu,Territoire,2016-03-31,20-50,22.0895277777778,0.651777777777778,yes,447,cropland,maize,NA,NA
yol_s1_mcmc_20,yol_s1_mcmc,Democratic Republic of Congo,COD,Tshuapa,Djolu,Territoire,2016-03-31,0-20,22.0896111111111,0.651722222222222,yes,446,cropland,cassava,NA,NA
yol_s1_mcmc_50,yol_s1_mcmc,Democratic Republic of Congo,COD,Tshuapa,Djolu,Territoire,2016-03-31,20-50,22.0896111111111,0.651722222222222,yes,446,cropland,cassava,NA,NA
yol_s1_arar_20,yol_s1_arar,Democratic Republic of Congo,COD,Tshuapa,Djolu,Territoire,2016-03-31,0-20,22.0895833333333,0.652055555555556,yes,450,cropland,groundnut,NA,NA
yol_s1_arar_50,yol_s1_arar,Democratic Republic of Congo,COD,Tshuapa,Djolu,Territoire,2016-03-31,20-50,22.0895833333333,0.652055555555556,yes,450,cropland,groundnut,NA,NA
yol_s1_mcrz_20,yol_s1_mcrz,Democratic Republic of Congo,COD,Tshuapa,Djolu,Territoire,2016-03-31,0-20,22.0895,0.652055555555556,yes,451,cropland,"cassava, rice",NA,NA
yol_s1_mcrz_50,yol_s1_mcrz,Democratic Republic of Congo,COD,Tshuapa,Djolu,Territoire,2016-03-31,20-50,22.0895,0.652055555555556,yes,451,cropland,"cassava, rice",NA,NA
yol_s1_mcar_20,yol_s1_mcar,Democratic Republic of Congo,COD,Tshuapa,Djolu,Territoire,2016-03-31,0-20,22.0896111111111,0.652111111111111,yes,449,cropland,"cassava, groundnut",NA,NA
yol_s1_mcar_50,yol_s1_mcar,Democratic Republic of Congo,COD,Tshuapa,Djolu,Territoire,2016-03-31,20-50,22.0896111111111,0.652111111111111,yes,449,cropland,"cassava, groundnut",NA,NA
yol_s1_mcms_20,yol_s1_mcms,Democratic Republic of Congo,COD,Tshuapa,Djolu,Territoire,2016-03-31,0-20,22.0895833333333,0.651888888888889,yes,438,cropland,"cassava, maize",NA,NA
yol_s1_mcms_50,yol_s1_mcms,Democratic Republic of Congo,COD,Tshuapa,Djolu,Territoire,2016-03-31,20-50,22.0895833333333,0.651888888888889,yes,438,cropland,"cassava, maize",NA,NA
yol_s1_rzrz_20,yol_s1_rzrz,Democratic Republic of Congo,COD,Tshuapa,Djolu,Territoire,2016-03-31,0-20,22.0894722222222,0.652027777777778,yes,449,cropland,rice,NA,NA
yol_s1_rzrz_50,yol_s1_rzrz,Democratic Republic of Congo,COD,Tshuapa,Djolu,Territoire,2016-03-31,20-50,22.0894722222222,0.652027777777778,yes,449,cropland,rice,NA,NA
yol_s1_msms_20,yol_s1_msms,Democratic Republic of Congo,COD,Tshuapa,Djolu,Territoire,2016-03-31,0-20,22.0895833333333,0.652138888888889,yes,448,cropland,maize,NA,NA
yol_s1_msms_50,yol_s1_msms,Democratic Republic of Congo,COD,Tshuapa,Djolu,Territoire,2016-03-31,20-50,22.0895833333333,0.652138888888889,yes,448,cropland,maize,NA,NA
yol_s2_mcmc_20,yol_s2_mcmc,Democratic Republic of Congo,COD,Tshuapa,Djolu,Territoire,2016-03-31,0-20,22.0896666666667,0.651777777777778,yes,440,cropland,cassava,NA,NA
yol_s2_mcmc_50,yol_s2_mcmc,Democratic Republic of Congo,COD,Tshuapa,Djolu,Territoire,2016-03-31,20-50,22.0896666666667,0.651777777777778,yes,440,cropland,cassava,NA,NA
yol_s2_arar_20,yol_s2_arar,Democratic Republic of Congo,COD,Tshuapa,Djolu,Territoire,2016-03-31,0-20,22.0895,0.651888888888889,yes,450,cropland,groundnut,NA,NA
yol_s2_arar_50,yol_s2_arar,Democratic Republic of Congo,COD,Tshuapa,Djolu,Territoire,2016-03-31,20-50,22.0895,0.651888888888889,yes,450,cropland,groundnut,NA,NA
yol_s2_mcrz_20,yol_s2_mcrz,Democratic Republic of Congo,COD,Tshuapa,Djolu,Territoire,2016-03-31,0-20,22.0893888888889,0.651888888888889,yes,449,cropland,"cassava, rice",NA,NA
yol_s2_mcrz_50,yol_s2_mcrz,Democratic Republic of Congo,COD,Tshuapa,Djolu,Territoire,2016-03-31,20-50,22.0893888888889,0.651888888888889,yes,449,cropland,"cassava, rice",NA,NA
yol_s2_mcar_20,yol_s2_mcar,Democratic Republic of Congo,COD,Tshuapa,Djolu,Territoire,2016-03-31,0-20,22.0895,0.652472222222222,yes,451,cropland,"cassava, groundnut",NA,NA
yol_s2_mcar_50,yol_s2_mcar,Democratic Republic of Congo,COD,Tshuapa,Djolu,Territoire,2016-03-31,20-50,22.0895,0.652472222222222,yes,451,cropland,"cassava, groundnut",NA,NA
yol_s2_mcms_20,yol_s2_mcms,Democratic Republic of Congo,COD,Tshuapa,Djolu,Territoire,2016-03-31,0-20,22.0896944444444,0.652055555555556,yes,448,cropland,"cassava, maize",NA,NA
yol_s2_mcms_50,yol_s2_mcms,Democratic Republic of Congo,COD,Tshuapa,Djolu,Territoire,2016-03-31,20-50,22.0896944444444,0.652055555555556,yes,448,cropland,"cassava, maize",NA,NA
yol_s2_rzrz_20,yol_s2_rzrz,Democratic Republic of Congo,COD,Tshuapa,Djolu,Territoire,2016-03-31,0-20,22.0893888888889,0.651833333333333,yes,450,cropland,rice,NA,NA
yol_s2_rzrz_50,yol_s2_rzrz,Democratic Republic of Congo,COD,Tshuapa,Djolu,Territoire,2016-03-31,20-50,22.0893888888889,0.651833333333333,yes,450,cropland,rice,NA,NA
yol_s2_msms_20,yol_s2_msms,Democratic Republic of Congo,COD,Tshuapa,Djolu,Territoire,2016-03-31,0-20,22.0896666666667,0.652027777777778,yes,448,cropland,maize,NA,NA
yol_s2_msms_50,yol_s2_msms,Democratic Republic of Congo,COD,Tshuapa,Djolu,Territoire,2016-03-31,20-50,22.0896666666667,0.652027777777778,yes,448,cropland,maize,NA,NA
yol_s3_mcmc_20,yol_s3_mcmc,Democratic Republic of Congo,COD,Tshuapa,Djolu,Territoire,2016-03-31,0-20,22.0899444444444,0.651888888888889,yes,442,cropland,cassava,NA,NA
yol_s3_mcmc_50,yol_s3_mcmc,Democratic Republic of Congo,COD,Tshuapa,Djolu,Territoire,2016-03-31,20-50,22.0899444444444,0.651888888888889,yes,442,cropland,cassava,NA,NA
yol_s3_arar_20,yol_s3_arar,Democratic Republic of Congo,COD,Tshuapa,Djolu,Territoire,2016-03-31,0-20,22.0894444444444,0.652361111111111,yes,447,cropland,groundnut,NA,NA
yol_s3_arar_50,yol_s3_arar,Democratic Republic of Congo,COD,Tshuapa,Djolu,Territoire,2016-03-31,20-50,22.0894444444444,0.652361111111111,yes,447,cropland,groundnut,NA,NA
yol_s3_mcrz_20,yol_s3_mcrz,Democratic Republic of Congo,COD,Tshuapa,Djolu,Territoire,2016-03-31,0-20,22.0895277777778,0.652111111111111,yes,450,cropland,"cassava, rice",NA,NA
yol_s3_mcrz_50,yol_s3_mcrz,Democratic Republic of Congo,COD,Tshuapa,Djolu,Territoire,2016-03-31,20-50,22.0895277777778,0.652111111111111,yes,450,cropland,"cassava, rice",NA,NA
yol_s3_mcar_20,yol_s3_mcar,Democratic Republic of Congo,COD,Tshuapa,Djolu,Territoire,2016-03-31,0-20,22.0894722222222,0.651833333333333,yes,449,cropland,"cassava, groundnut",NA,NA
yol_s3_mcar_50,yol_s3_mcar,Democratic Republic of Congo,COD,Tshuapa,Djolu,Territoire,2016-03-31,20-50,22.0894722222222,0.651833333333333,yes,449,cropland,"cassava, groundnut",NA,NA
yol_s3_mcms_20,yol_s3_mcms,Democratic Republic of Congo,COD,Tshuapa,Djolu,Territoire,2016-03-31,0-20,22.0896111111111,0.651916666666667,yes,451,cropland,"cassava, maize",NA,NA
yol_s3_mcms_50,yol_s3_mcms,Democratic Republic of Congo,COD,Tshuapa,Djolu,Territoire,2016-03-31,20-50,22.0896111111111,0.651916666666667,yes,451,cropland,"cassava, maize",NA,NA
yol_s3_rzrz_20,yol_s3_rzrz,Democratic Republic of Congo,COD,Tshuapa,Djolu,Territoire,2016-03-31,0-20,22.0895555555556,0.652138888888889,yes,451,cropland,rice,NA,NA
yol_s3_rzrz_50,yol_s3_rzrz,Democratic Republic of Congo,COD,Tshuapa,Djolu,Territoire,2016-03-31,20-50,22.0895555555556,0.652138888888889,yes,451,cropland,rice,NA,NA
yol_s3_msms_20,yol_s3_msms,Democratic Republic of Congo,COD,Tshuapa,Djolu,Territoire,2016-03-31,0-20,22.0896666666667,0.651944444444444,yes,451,cropland,maize,NA,NA
yol_s3_msms_50,yol_s3_msms,Democratic Republic of Congo,COD,Tshuapa,Djolu,Territoire,2016-03-31,20-50,22.0896666666667,0.651944444444444,yes,451,cropland,maize,NA,NA
lil_s0_rzrz_20,lil_s0_rzrz,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-06,0-20,21.9270833333333,0.412555555555556,yes,411,cropland,rice,NA,NA
lil_s0_rzrz_50,lil_s0_rzrz,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-06,20-50,21.9270833333333,0.412555555555556,yes,411,cropland,rice,NA,NA
lil_s0_mcrz_20,lil_s0_mcrz,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-06,0-20,21.9271111111111,0.412611111111111,yes,410,cropland,"cassava, rice",NA,NA
lil_s0_mcrz_50,lil_s0_mcrz,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-06,20-50,21.9271111111111,0.412611111111111,yes,410,cropland,"cassava, rice",NA,NA
lil_s0_msms_20,lil_s0_msms,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-06,0-20,21.9269444444444,0.412611111111111,yes,409,cropland,maize,NA,NA
lil_s0_msms_50,lil_s0_msms,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-06,20-50,21.9269444444444,0.412611111111111,yes,409,cropland,maize,NA,NA
lil_s0_mcms_20,lil_s0_mcms,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-06,0-20,21.9268888888889,0.412555555555556,yes,408,cropland,"cassava, maize",NA,NA
lil_s0_mcms_50,lil_s0_mcms,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-06,20-50,21.9268888888889,0.412555555555556,yes,408,cropland,"cassava, maize",NA,NA
lil_s0_arar_20,lil_s0_arar,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-06,0-20,21.9268611111111,0.412388888888889,yes,414,cropland,groundnut,NA,NA
lil_s0_arar_50,lil_s0_arar,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-06,20-50,21.9268611111111,0.412388888888889,yes,414,cropland,groundnut,NA,NA
lil_s0_mcar_20,lil_s0_mcar,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-06,0-20,21.9268333333333,0.412361111111111,yes,412,cropland,"cassava, groundnut",NA,NA
lil_s0_mcar_50,lil_s0_mcar,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-06,20-50,21.9268333333333,0.412361111111111,yes,412,cropland,"cassava, groundnut",NA,NA
lil_s0_mcmc_20,lil_s0_mcmc,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-06,0-20,21.927,0.412333333333333,yes,413,cropland,cassava,NA,NA
lil_s0_mcmc_50,lil_s0_mcmc,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-06,20-50,21.927,0.412333333333333,yes,413,cropland,cassava,NA,NA
lil_s1_rzrz_20,lil_s1_rzrz,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-06,0-20,21.9269444444444,0.412416666666667,yes,411,cropland,rice,NA,NA
lil_s1_rzrz_50,lil_s1_rzrz,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-06,20-50,21.9269444444444,0.412416666666667,yes,411,cropland,rice,NA,NA
lil_s1_mcrz_20,lil_s1_mcrz,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-06,0-20,21.9269722222222,0.412444444444444,yes,408,cropland,"cassava, rice",NA,NA
lil_s1_mcrz_50,lil_s1_mcrz,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-06,20-50,21.9269722222222,0.412444444444444,yes,408,cropland,"cassava, rice",NA,NA
lil_s1_msms_20,lil_s1_msms,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-06,0-20,21.9268333333333,0.412444444444444,yes,413,cropland,maize,NA,NA
lil_s1_msms_50,lil_s1_msms,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-06,20-50,21.9268333333333,0.412444444444444,yes,413,cropland,maize,NA,NA
lil_s1_mcms_20,lil_s1_mcms,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-06,0-20,21.92675,0.412416666666667,yes,410,cropland,"cassava, maize",NA,NA
lil_s1_mcms_50,lil_s1_mcms,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-06,20-50,21.92675,0.412416666666667,yes,410,cropland,"cassava, maize",NA,NA
lil_s1_arar_20,lil_s1_arar,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-06,0-20,21.9270555555556,0.412638888888889,yes,412,cropland,groundnut,NA,NA
lil_s1_arar_50,lil_s1_arar,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-06,20-50,21.9270555555556,0.412638888888889,yes,412,cropland,groundnut,NA,NA
lil_s1_mcar_20,lil_s1_mcar,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-06,0-20,21.927,0.412611111111111,yes,407,cropland,"cassava, groundnut",NA,NA
lil_s1_mcar_50,lil_s1_mcar,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-06,20-50,21.927,0.412611111111111,yes,407,cropland,"cassava, groundnut",NA,NA
lil_s1_mcmc_20,lil_s1_mcmc,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-06,0-20,21.9271388888889,0.412527777777778,yes,417,cropland,cassava,NA,NA
lil_s1_mcmc_50,lil_s1_mcmc,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-06,20-50,21.9271388888889,0.412527777777778,yes,417,cropland,cassava,NA,NA
lil_s2_rzrz_20,lil_s2_rzrz,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-06,0-20,21.9268888888889,0.412333333333333,yes,409,cropland,rice,NA,NA
lil_s2_rzrz_50,lil_s2_rzrz,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-06,20-50,21.9268888888889,0.412333333333333,yes,409,cropland,rice,NA,NA
lil_s2_mcrz_20,lil_s2_mcrz,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-06,0-20,21.9269166666667,0.412361111111111,yes,412,cropland,"cassava, rice",NA,NA
lil_s2_mcrz_50,lil_s2_mcrz,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-06,20-50,21.9269166666667,0.412361111111111,yes,412,cropland,"cassava, rice",NA,NA
lil_s2_msms_20,lil_s2_msms,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-06,0-20,21.9268333333333,0.412472222222222,yes,405,cropland,maize,NA,NA
lil_s2_msms_50,lil_s2_msms,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-06,20-50,21.9268333333333,0.412472222222222,yes,405,cropland,maize,NA,NA
lil_s2_mcms_20,lil_s2_mcms,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-06,0-20,21.9268611111111,0.4125,yes,408,cropland,"cassava, maize",NA,NA
lil_s2_mcms_50,lil_s2_mcms,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-06,20-50,21.9268611111111,0.4125,yes,408,cropland,"cassava, maize",NA,NA
lil_s2_arar_20,lil_s2_arar,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-06,0-20,21.9269722222222,0.412555555555556,yes,408,cropland,groundnut,NA,NA
lil_s2_arar_50,lil_s2_arar,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-06,20-50,21.9269722222222,0.412555555555556,yes,408,cropland,groundnut,NA,NA
lil_s2_mcar_20,lil_s2_mcar,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-06,0-20,21.9269722222222,0.412527777777778,yes,409,cropland,"cassava, groundnut",NA,NA
lil_s2_mcar_50,lil_s2_mcar,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-06,20-50,21.9269722222222,0.412527777777778,yes,409,cropland,"cassava, groundnut",NA,NA
lil_s2_mcmc_20,lil_s2_mcmc,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-06,0-20,21.9271666666667,0.412555555555556,yes,415,cropland,cassava,NA,NA
lil_s2_mcmc_50,lil_s2_mcmc,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-06,20-50,21.9271666666667,0.412555555555556,yes,415,cropland,cassava,NA,NA
lil_s3_rzrz_20,lil_s3_rzrz,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-06,0-20,21.927,0.412472222222222,yes,408,cropland,rice,NA,NA
lil_s3_rzrz_50,lil_s3_rzrz,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-06,20-50,21.927,0.412472222222222,yes,408,cropland,rice,NA,NA
lil_s3_mcrz_20,lil_s3_mcrz,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-06,0-20,21.9270277777778,0.4125,yes,403,cropland,"cassava, rice",NA,NA
lil_s3_mcrz_50,lil_s3_mcrz,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-06,20-50,21.9270277777778,0.4125,yes,403,cropland,"cassava, rice",NA,NA
lil_s3_msms_20,lil_s3_msms,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-06,0-20,21.9269722222222,0.412611111,yes,NA,cropland,maize,NA,NA
lil_s3_msms_50,lil_s3_msms,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-06,20-50,21.9269722222222,0.412611111,yes,NA,cropland,maize,NA,NA
lil_s3_mcms_20,lil_s3_mcms,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-06,0-20,21.927,0.412666666666667,yes,412,cropland,"cassava, maize",NA,NA
lil_s3_mcms_50,lil_s3_mcms,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-06,20-50,21.927,0.412666666666667,yes,412,cropland,"cassava, maize",NA,NA
lil_s3_arar_20,lil_s3_arar,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-06,0-20,21.9269444444444,0.412472222222222,yes,408,cropland,groundnut,NA,NA
lil_s3_arar_50,lil_s3_arar,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-06,20-50,21.9269444444444,0.412472222222222,yes,408,cropland,groundnut,NA,NA
lil_s3_mcar_20,lil_s3_mcar,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-06,0-20,21.9268888888889,0.412444444444444,yes,408,cropland,"cassava, groundnut",NA,NA
lil_s3_mcar_50,lil_s3_mcar,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-06,20-50,21.9268888888889,0.412444444444444,yes,408,cropland,"cassava, groundnut",NA,NA
lil_s3_mcmc_20,lil_s3_mcmc,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-06,0-20,21.9269722222222,0.412277777777778,yes,412,cropland,cassava,NA,NA
lil_s3_mcmc_50,lil_s3_mcmc,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-06,20-50,21.9269722222222,0.412277777777778,yes,412,cropland,cassava,NA,NA
ili_s0_rzrz_20,ili_s0_rzrz,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-04,0-20,21.9273055555556,0.462916666666667,yes,425,cropland,rice,NA,NA
ili_s0_rzrz_50,ili_s0_rzrz,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-04,20-50,21.9273055555556,0.462916666666667,yes,425,cropland,rice,NA,NA
ili_s0_mcrz_20,ili_s0_mcrz,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-04,0-20,21.9273333333333,0.462944444444444,yes,431,cropland,"cassava, rice",NA,NA
ili_s0_mcrz_50,ili_s0_mcrz,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-04,20-50,21.9273333333333,0.462944444444444,yes,431,cropland,"cassava, rice",NA,NA
ili_s0_msms_20,ili_s0_msms,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-04,0-20,21.9273611111111,0.462805555555556,yes,424,cropland,maize,NA,NA
ili_s0_msms_50,ili_s0_msms,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-04,20-50,21.9273611111111,0.462805555555556,yes,424,cropland,maize,NA,NA
ili_s0_mcms_20,ili_s0_mcms,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-04,0-20,21.9273888888889,0.462805555555556,yes,422,cropland,"cassava, maize",NA,NA
ili_s0_mcms_50,ili_s0_mcms,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-04,20-50,21.9273888888889,0.462805555555556,yes,422,cropland,"cassava, maize",NA,NA
ili_s0_arar_20,ili_s0_arar,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-04,0-20,21.9275277777778,0.462694444444445,yes,418,cropland,groundnut,NA,NA
ili_s0_arar_50,ili_s0_arar,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-04,20-50,21.9275277777778,0.462694444444445,yes,418,cropland,groundnut,NA,NA
ili_s0_mcar_20,ili_s0_mcar,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-04,0-20,21.9275833333333,0.462694444444445,yes,417,cropland,"cassava, groundnut",NA,NA
ili_s0_mcar_50,ili_s0_mcar,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-04,20-50,21.9275833333333,0.462694444444445,yes,417,cropland,"cassava, groundnut",NA,NA
ili_s0_mcmc_20,ili_s0_mcmc,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-04,0-20,21.9273888888889,0.462666666666667,yes,418,cropland,cassava,NA,NA
ili_s0_mcmc_50,ili_s0_mcmc,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-04,20-50,21.9273888888889,0.462666666666667,yes,418,cropland,cassava,NA,NA
ili_s1_rzrz_20,ili_s1_rzrz,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-04,0-20,21.9274166666667,0.462861111111111,yes,420,cropland,rice,NA,NA
ili_s1_rzrz_50,ili_s1_rzrz,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-04,20-50,21.9274166666667,0.462861111111111,yes,420,cropland,rice,NA,NA
ili_s1_mcrz_20,ili_s1_mcrz,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-04,0-20,21.9273888888889,0.462861111111111,yes,419,cropland,"cassava, rice",NA,NA
ili_s1_mcrz_50,ili_s1_mcrz,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-04,20-50,21.9273888888889,0.462861111111111,yes,419,cropland,"cassava, rice",NA,NA
ili_s1_msms_20,ili_s1_msms,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-04,0-20,21.9273055555556,0.462833333333333,yes,418,cropland,maize,NA,NA
ili_s1_msms_50,ili_s1_msms,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-04,20-50,21.9273055555556,0.462833333333333,yes,418,cropland,maize,NA,NA
ili_s1_mcms_20,ili_s1_mcms,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-04,0-20,21.92725,0.462805555555556,yes,418,cropland,"cassava, maize",NA,NA
ili_s1_mcms_50,ili_s1_mcms,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-04,20-50,21.92725,0.462805555555556,yes,418,cropland,"cassava, maize",NA,NA
ili_s1_arar_20,ili_s1_arar,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-04,0-20,21.9274722222222,0.462722222222222,yes,419,cropland,groundnut,NA,NA
ili_s1_arar_50,ili_s1_arar,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-04,20-50,21.9274722222222,0.462722222222222,yes,419,cropland,groundnut,NA,NA
ili_s1_mcar_20,ili_s1_mcar,Democratic Republic of Congo,COD,Tshuapa,Befale,Territoire,2016-04-04,0-20,21.9275,0.462722222222222,yes,417,cropland,"cassava, groundnut",NA,NA
